	Series1_NHBE_Mock_1	Series1_NHBE_Mock_2	Series1_NHBE_Mock_3	Series1_NHBE_SARS-CoV-2_1	Series1_NHBE_SARS-CoV-2_2	Series1_NHBE_SARS-CoV-2_3	Series9_NHBE_Mock_1	Series9_NHBE_Mock_2	Series9_NHBE_Mock_3	Series9_NHBE_IAV_1	Series9_NHBE_IAV_2	Series9_NHBE_IAV_3
MIS12	141	145	372	136	149	330	84	96	113	640	124	209
LOC728392	49	49	92	46	61	160	50	55	56	195	51	57
NLRP1	1236	1036	1803	1260	1344	3772	412	425	528	3490	838	642
LOC339166	0	0	1	0	0	0	0	0	0	0	1	0
WSCD1	0	1	5	1	0	7	0	0	1	2	0	1
AIPL1	0	0	0	0	0	0	1	0	0	0	0	0
PITPNM3	446	442	787	376	350	1063	146	128	159	645	122	260
KIAA0753	411	359	609	281	351	1080	138	138	132	833	172	185
TXNDC17	7531	5912	9222	6013	5362	14693	1235	1335	2755	7845	1971	1844
MED31	273	198	312	185	222	665	37	51	86	144	64	71
C17orf100	23	15	33	16	13	50	21	12	16	47	9	14
ALOX15P1	4	2	2	2	2	13	1	2	2	9	1	3
SLC13A5	43	53	52	65	66	163	9	11	12	71	12	28
XAF1	12	41	25	115	122	348	4	4	4	89	33	126
FBXO39	4	2	6	3	0	6	0	0	3	2	1	3
TEKT1	0	0	0	0	0	0	0	1	0	6	0	1
ALOX12P2	47	36	72	50	43	141	6	14	25	44	15	17
ALOX12	17	6	15	12	4	25	11	10	3	39	17	8
RNASEK-C17orf49	0	0	0	0	2	0	0	0	0	0	1	2
RNASEK	33	20	29	17	21	76	6	1	5	65	13	8
C17orf49	0	0	0	0	0	0	0	0	0	0	0	0
MIR497HG	5	4	4	1	2	8	0	0	3	2	1	1
MIR195	0	0	0	0	0	0	0	0	0	0	0	0
MIR497	0	0	0	0	0	0	0	0	0	0	0	0
BCL6B	1	0	0	0	0	0	0	0	0	4	0	1
SLC16A13	68	67	84	97	63	227	31	33	40	142	35	28
SLC16A11	3	0	0	0	1	0	2	3	1	8	1	2
CLEC10A	0	0	0	0	0	0	0	0	0	0	0	0
ASGR2	0	0	0	0	0	0	0	0	0	0	0	0
ASGR1	5	0	4	2	1	2	1	0	0	17	3	3
DLG4	134	125	167	160	121	392	39	31	36	113	28	40
ACADVL	4369	4298	5585	4039	4148	10952	1329	1384	1990	6503	1526	1576
MIR324	0	0	0	0	0	4	6	5	4	32	3	5
DVL2	286	308	473	249	216	678	114	141	122	419	72	97
PHF23	1259	1113	1725	1044	1122	3045	359	401	501	2192	501	548
GABARAP	2633	2400	4030	2247	2309	6885	841	925	964	2870	732	861
CTDNEP1	841	838	1224	682	706	2358	566	540	529	2956	657	620
ELP5	181	170	252	157	143	476	142	137	167	664	146	151
CLDN7	3312	3274	3999	3226	2834	9048	1176	1301	1561	5093	1243	1410
SLC2A4	3	0	6	1	1	4	0	2	0	6	0	0
YBX2	4	4	10	7	9	11	0	0	1	0	3	1
EIF5A	5349	4997	9096	5688	4791	15239	5651	6177	7333	26963	6473	5569
GPS2	583	494	821	584	512	1599	235	279	282	754	209	157
NEURL4	258	286	300	305	249	832	154	197	261	775	183	161
ACAP1	16	15	9	11	10	23	7	7	11	28	12	10
KCTD11	2955	2571	4329	3531	3419	9725	524	574	837	4162	1106	831
TMEM95	0	0	0	1	0	2	0	0	0	6	0	1
TNK1	212	205	317	234	186	542	91	87	104	374	125	103
PLSCR3	0	3	0	1	2	0	1	4	0	0	1	0
TMEM256	172	191	229	128	117	430	92	105	150	384	64	88
NLGN2	286	293	401	292	292	763	55	57	53	158	33	74
SPEM1	0	0	0	0	0	0	0	0	0	0	1	0
TMEM102	151	171	221	203	132	464	135	152	206	682	133	150
FGF11	2369	2344	3355	2029	2171	6084	831	755	783	2306	539	1175
CHRNB1	415	451	637	381	391	1223	171	191	128	887	267	154
ZBTB4	3396	3522	5329	3065	3063	8487	764	748	710	2747	694	773
SLC35G6	0	0	0	0	0	0	0	0	0	1	0	0
POLR2A	9911	9623	12305	8859	9088	23323	1581	1404	794	7070	1886	1841
TNFSF12	29	35	21	34	25	70	9	12	10	28	8	4
TNFSF12-TNFSF13	0	0	0	0	0	0	0	0	0	0	0	0
TNFSF13	156	143	240	137	132	402	20	9	15	66	13	26
SENP3	83	89	130	70	52	234	25	27	75	154	42	50
SENP3-EIF4A1	0	0	1	2	2	14	0	1	1	6	0	3
EIF4A1	0	0	0	0	0	0	0	0	0	0	0	0
SNORA48	2	3	0	2	3	9	1	1	4	19	6	5
SNORD10	11	14	7	10	7	17	1	2	6	32	16	6
SNORA67	6	11	14	12	13	31	7	1	27	92	22	14
CD68	1568	1564	1804	1540	1380	4070	231	226	188	1081	258	199
MPDU1	436	450	687	449	411	1214	245	247	253	694	193	167
SOX15	791	773	1096	863	682	2164	1046	1122	1277	4657	897	834
FXR2	1017	886	1378	1049	912	2698	362	388	469	1835	390	486
SHBG	2	0	1	6	2	10	1	2	0	4	1	5
SAT2	287	256	323	249	230	629	104	105	193	623	164	153
ATP1B2	0	0	1	0	0	0	1	0	0	0	0	0
TP53	714	656	910	593	650	1878	160	153	150	678	193	247
WRAP53	97	84	124	109	94	269	114	103	123	433	111	84
EFNB3	12	17	23	7	16	9	0	5	2	10	2	3
DNAH2	11	26	27	13	7	39	5	7	4	23	6	7
RPL29P2	0	0	0	0	0	0	0	0	0	0	0	0
KDM6B	764	898	1133	883	688	2022	229	247	215	1495	321	350
TMEM88	9	18	23	21	22	46	7	4	9	37	7	9
CYB5D1	282	270	379	265	268	872	117	108	157	698	154	168
CHD3	5890	5233	8318	4990	5387	15193	999	808	778	4210	1134	1113
SCARNA21	0	0	0	3	0	0	0	0	0	0	1	2
KCNAB3	12	14	13	12	14	45	7	5	6	72	25	23
TRAPPC1	1677	1459	2300	1341	1426	4663	674	750	804	3322	843	693
CNTROB	346	370	599	382	346	1147	182	171	195	876	225	176
GUCY2D	10	5	21	3	5	29	2	3	6	7	2	3
ALOX15B	940	997	1362	1312	1146	3745	285	266	407	674	140	378
ALOX12B	1	2	0	3	1	4	2	0	1	4	1	5
MIR4314	0	0	0	0	0	0	0	0	0	0	0	0
ALOXE3	83	53	73	43	50	137	27	41	30	338	69	35
HES7	5	15	18	12	5	19	23	16	11	41	2	6
PER1	832	885	1367	927	750	2171	381	372	288	2688	576	749
VAMP2	438	420	620	360	424	1085	68	75	77	584	96	182
TMEM107	153	126	138	107	88	272	45	47	73	156	46	76
MIR4521	0	0	0	0	0	0	0	0	0	0	0	0
AURKB	38	62	122	62	56	184	107	128	50	370	84	11
LINC00324	9	5	11	9	5	7	1	1	7	11	3	4
CTC1	215	183	256	193	192	561	118	99	95	576	99	121
PFAS	169	173	244	163	106	401	133	115	154	751	148	154
SLC25A35	19	27	23	16	18	61	11	9	22	60	5	8
RANGRF	114	116	183	126	97	346	2	2	2	6	4	2
ARHGEF15	0	0	0	0	0	0	0	0	0	0	0	0
ODF4	0	0	0	0	0	0	0	0	0	0	0	0
LOC100128288	10	28	23	10	5	21	1	1	4	3	1	3
KRBA2	13	23	25	11	16	17	3	1	5	14	4	3
RPL26	26561	20663	30463	19713	22379	66044	5579	5651	7051	20448	5854	4931
RNF222	4	1	1	1	2	6	7	9	10	20	3	10
NDEL1	1291	1117	1785	1023	1244	3484	394	344	402	1873	400	426
MYH10	2020	1753	2895	1575	1756	4934	574	551	449	2455	544	577
CCDC42	0	0	0	0	0	0	0	0	0	0	0	0
SPDYE4	0	0	0	0	0	0	0	0	0	0	0	0
MFSD6L	2	0	3	2	1	2	0	1	0	0	0	0
PIK3R6	0	0	0	0	0	0	1	0	0	0	0	0
PIK3R5	0	0	0	1	0	0	0	0	0	9	1	0
NTN1	134	107	125	109	66	197	3	11	7	20	3	23
STX8	870	658	1048	637	749	2228	167	225	233	687	205	166
USP43	117	155	231	130	151	424	97	121	119	706	174	93
DHRS7C	0	0	0	0	0	0	0	0	0	0	0	0
GLP2R	1	4	0	1	2	6	0	0	0	0	0	1
RCVRN	0	0	0	0	0	0	1	0	0	0	0	0
GAS7	6	0	1	1	1	11	2	0	1	0	2	5
MYH13	0	0	0	0	0	0	0	0	0	0	0	0
MYH8	0	0	0	0	0	0	0	0	0	0	0	0
MYH4	0	0	0	0	0	0	0	0	0	0	0	0
MYH1	0	0	2	0	0	0	0	0	1	0	0	0
MYH2	0	0	0	0	0	0	0	0	0	0	0	0
MYH3	26	26	15	13	18	70	7	5	6	40	21	19
SCO1	726	540	945	531	584	1545	191	188	330	1201	239	385
ADPRM	108	74	146	64	69	235	17	22	37	185	41	48
TMEM220	4	1	1	3	2	15	2	1	6	18	6	12
TMEM220-AS1	1	0	0	1	0	0	0	0	0	0	0	1
PIRT	0	0	0	0	0	0	0	0	0	0	0	0
SHISA6	0	0	0	0	0	0	0	0	0	0	0	0
DNAH9	12	6	15	2	4	7	2	3	5	3	5	3
ZNF18	165	147	232	118	124	393	43	41	71	182	53	79
MAP2K4	456	414	743	393	411	1138	217	224	285	1457	307	352
MIR744	0	0	0	0	0	0	0	0	0	0	0	1
LINC00670	0	0	0	0	0	0	0	0	0	0	0	0
MYOCD	1	0	0	4	1	2	0	1	0	0	0	0
ARHGAP44	22	20	31	16	13	72	11	12	10	28	10	22
ELAC2	1228	940	1696	1047	1057	3402	826	804	974	3758	1021	1110
HS3ST3A1	1	2	1	2	1	0	5	3	4	21	3	2
CDRT15P1	0	0	0	0	0	0	6	0	1	3	3	2
COX10-AS1	33	33	58	28	45	82	12	12	18	59	12	25
COX10	165	142	238	125	151	309	74	73	84	405	113	86
CDRT15	0	0	0	0	0	0	0	1	0	0	0	0
HS3ST3B1	9	9	10	14	2	13	27	27	52	238	54	59
MGC12916	11	9	10	27	20	56	15	8	15	71	13	14
CDRT7	0	0	0	0	0	0	0	0	0	0	0	0
PMP22	4	0	6	1	1	9	5	5	3	21	3	12
MIR4731	0	0	0	0	0	0	0	0	0	0	0	0
TEKT3	0	1	0	0	0	0	0	0	0	1	0	0
CDRT4	0	0	1	1	0	0	0	0	0	0	0	0
TVP23C-CDRT4	0	0	0	0	0	0	0	0	0	0	0	0
TVP23C	33	32	76	21	41	66	15	13	8	38	14	10
CDRT1	62	46	75	75	55	254	21	19	27	136	37	72
TRIM16	1358	1272	1882	1424	1367	4591	906	980	1237	3506	908	1282
ZNF286A	174	173	281	167	168	455	30	42	60	305	57	84
TBC1D26	1	0	1	1	2	5	0	0	0	0	0	1
CDRT15P2	0	0	0	0	0	0	0	0	0	0	0	0
MEIS3P1	21	13	31	17	20	46	14	12	17	75	21	20
ADORA2B	210	191	292	189	179	531	110	110	235	806	179	138
ZSWIM7	101	103	186	62	61	253	60	55	87	362	67	106
TTC19	447	516	865	387	403	1211	198	220	324	1612	330	469
NCOR1	2723	2359	3877	2134	2255	6526	472	455	374	2733	626	622
PIGL	78	85	102	63	68	205	42	59	54	174	44	53
MIR1288	0	0	0	0	0	0	0	0	0	0	0	0
CENPV	14	10	30	21	15	34	14	20	12	88	13	13
UBB	3206	2595	4331	2949	2744	8678	2020	2095	2945	11951	2852	3256
TRPV2	2	0	2	3	1	7	1	1	0	4	3	0
SNORD49B	0	0	0	0	0	0	0	0	0	0	0	0
SNORD49A	0	0	0	0	1	0	0	1	3	13	3	3
SNORD65	0	1	1	0	1	1	1	1	3	7	3	2
ZNF287	74	56	117	58	63	143	39	22	35	96	27	39
ZNF624	73	60	149	79	62	152	16	23	24	102	10	25
CCDC144A	2	3	5	1	2	4	0	0	0	0	1	0
USP32P1	5	6	7	4	5	3	1	1	1	4	0	5
FAM106CP	0	0	0	0	0	0	0	0	0	2	0	0
KRT16P2	26	31	47	33	21	93	3	6	13	15	5	20
TNFRSF13B	0	0	0	0	0	0	0	0	0	0	0	0
MPRIP	2595	2468	3894	2711	2301	8597	1413	1408	1745	8610	1981	1657
PLD6	31	36	37	18	22	62	8	11	15	122	25	23
FLCN	258	259	416	260	218	637	131	142	249	1123	265	252
COPS3	470	424	783	358	403	1180	323	325	495	1652	402	453
NT5M	1	5	0	5	1	2	1	1	2	10	1	5
MED9	94	92	166	92	75	253	55	67	89	313	74	74
RASD1	1	0	3	8	4	3	1	0	1	84	9	14
PEMT	67	51	78	63	52	164	61	76	72	275	71	93
RAI1	697	807	1038	790	546	1704	404	354	353	1645	316	375
SMCR5	0	0	0	0	0	0	0	0	0	6	1	0
SREBF1	1429	1766	2461	1541	1136	3665	1390	1429	1691	4524	961	1096
MIR33B	0	0	0	1	0	0	0	0	0	0	1	0
TOM1L2	1133	1111	1554	1188	925	2913	714	724	672	2459	562	983
ATPAF2	200	148	266	200	158	535	99	102	116	373	84	95
GID4	446	414	604	397	387	1080	140	157	159	520	120	183
DRG2	237	217	327	291	199	719	256	250	329	1194	298	263
MYO15A	14	9	22	5	10	19	5	5	3	40	2	11
ALKBH5	1561	1343	1779	1263	1237	3459	408	408	471	2590	509	593
LLGL1	318	300	402	418	262	723	249	224	251	1392	324	308
FLII	2705	2551	3952	3258	2675	8136	1590	1558	1624	9924	2516	1742
TOP3A	159	128	222	148	135	414	111	139	158	792	183	133
SMCR8	916	805	1245	818	787	2448	177	153	162	1470	348	360
SHMT1	187	158	250	141	132	409	184	174	166	483	129	117
EVPLL	8	8	16	9	8	17	6	8	9	20	3	5
KRT16P1	1	3	0	2	1	0	1	1	1	7	0	1
LGALS9C	3	4	7	3	5	5	1	0	1	7	1	1
USP32P2	2	3	9	2	5	3	2	1	1	5	0	0
FAM106A	0	0	0	0	0	3	0	0	0	0	0	0
CCDC144B	1	1	1	0	2	0	2	0	1	0	1	2
TBC1D28	0	0	0	1	0	0	0	0	0	0	0	0
ZNF286B	14	13	24	13	13	30	5	11	9	55	11	6
FOXO3B	27	22	38	26	22	54	16	16	12	87	26	9
TRIM16L	201	188	246	184	199	494	57	54	68	260	79	60
FBXW10	7	12	10	8	6	29	0	2	3	12	4	6
TVP23B	220	211	405	214	199	479	128	149	329	1151	280	387
PRPSAP2	246	207	341	176	220	685	125	140	208	733	175	205
SLC5A10	2	5	3	4	6	15	91	90	143	623	159	125
FAM83G	262	262	382	377	271	845	201	154	189	1742	358	317
GRAP	4	0	0	1	1	2	0	2	2	4	0	0
GRAPL	0	0	0	0	0	0	0	0	0	0	0	0
EPN2	699	760	1241	745	602	1794	201	177	191	1008	180	302
EPN2-IT1	0	0	0	0	2	0	0	0	0	4	2	0
EPN2-AS1	0	0	0	0	0	0	0	0	0	1	0	0
B9D1	31	31	55	39	38	92	45	45	54	128	37	32
MIR1180	1	0	0	0	0	0	0	0	0	0	0	0
MAPK7	236	258	324	308	199	660	101	99	114	557	123	99
MFAP4	0	0	0	1	0	3	0	2	2	9	1	1
RNF112	4	3	3	2	6	12	1	2	0	15	2	3
SLC47A1	0	1	1	3	0	0	1	2	0	0	1	3
ALDH3A2	1268	1179	2274	889	991	2812	440	473	635	2190	548	741
SLC47A2	3	5	11	4	5	23	3	3	1	9	1	6
ALDH3A1	853	895	1181	613	438	1233	188	215	938	852	222	279
ULK2	186	186	321	173	179	527	119	95	111	555	124	180
AKAP10	314	335	646	309	272	798	121	145	202	886	213	236
SPECC1	1034	958	1498	784	852	2580	285	313	319	1576	350	302
LGALS9B	7	2	8	1	1	20	1	3	2	2	1	2
KRT16P3	5	8	8	2	3	16	1	3	7	5	2	2
CDRT15L2	0	0	0	0	0	0	0	0	0	0	0	0
LOC100287072	0	0	3	0	0	0	0	0	0	2	0	0
CCDC144NL	0	0	0	0	0	0	0	0	0	1	0	0
USP22	2648	2524	3801	2552	2250	6862	1045	1068	1206	7130	1694	1720
DHRS7B	231	195	289	190	190	480	135	172	203	589	169	182
TMEM11	433	428	621	454	358	1035	227	255	276	918	218	200
MAP2K3	466	507	731	651	478	1599	328	383	589	3165	724	637
KCNJ12	3	1	1	5	4	5	0	0	2	14	3	6
KCNJ18	0	0	0	0	0	0	0	0	0	0	0	0
C17orf51	173	110	184	143	164	375	63	51	84	513	123	105
FLJ36000	0	0	0	0	0	0	0	0	0	0	0	0
MTRNR2L1	0	0	0	1	0	0	0	0	0	0	0	0
MIR4522	0	0	0	0	0	0	0	0	0	0	0	0
WSB1	1379	1558	2603	1273	1343	3958	489	470	705	2621	602	817
TBC1D3P5	2	0	0	0	0	0	0	0	0	0	0	0
KSR1	43	55	93	44	35	155	11	5	12	48	11	24
LGALS9	50	33	50	80	61	156	10	13	19	11	7	20
NOS2	0	0	0	2	0	0	0	0	0	0	0	1
LYRM9	80	50	61	51	51	135	15	12	14	79	10	19
NLK	228	185	361	172	168	553	76	84	122	564	110	132
PYY2	1	1	2	0	1	0	6	5	3	33	13	6
KRT18P55	0	0	0	0	0	0	0	0	0	0	0	0
TMEM97	122	112	176	86	79	242	77	85	90	367	82	64
IFT20	89	86	156	82	78	277	73	59	141	289	93	103
TNFAIP1	1584	1359	2244	1676	1517	4735	855	843	781	4282	1070	914
POLDIP2	1021	912	1424	965	891	2921	742	740	965	3454	794	848
TMEM199	201	164	320	144	215	601	137	141	289	848	213	208
MIR4723	0	0	0	0	0	0	0	0	0	0	0	0
SEBOX	0	0	0	0	0	0	0	0	0	0	0	0
VTN	0	1	0	0	0	1	0	0	0	0	0	0
SARM1	11	12	14	9	8	18	1	1	3	0	0	1
SLC46A1	157	128	274	114	136	328	12	20	20	99	28	22
SLC13A2	0	0	0	0	1	0	0	0	0	0	0	0
FOXN1	12	23	12	5	4	8	7	6	6	0	0	12
UNC119	421	437	637	441	388	1142	225	214	221	865	163	230
PIGS	475	416	636	481	373	1191	263	196	201	1434	332	398
ALDOC	384	297	588	346	345	955	233	246	187	746	188	160
SPAG5	219	171	313	147	155	485	139	154	87	618	123	77
SPAG5-AS1	4	5	0	5	1	22	3	0	1	19	6	4
SGK494	71	75	99	60	49	239	20	25	29	144	32	32
KIAA0100	3392	2679	4328	3357	3225	9369	1049	869	808	6496	1655	1683
SDF2	534	403	729	542	445	1347	225	220	389	1353	360	381
SUPT6H	3194	2803	4181	2908	2768	8302	835	800	756	4449	1177	1128
PROCA1	6	8	8	8	8	26	2	3	2	12	4	3
RAB34	582	572	965	567	536	1655	422	463	570	2010	496	412
RPL23A	11447	7758	11308	7680	8451	26898	1570	1737	3288	9399	3065	2502
SNORD42B	10	9	13	2	9	31	2	0	1	1	1	3
SNORD4A	8	10	19	7	10	38	0	2	5	18	7	4
SNORD42A	0	0	0	1	3	10	1	1	3	3	3	1
SNORD4B	0	0	0	0	1	10	0	0	4	7	3	3
TLCD1	150	113	145	167	174	462	74	92	64	282	52	60
NEK8	37	51	40	30	33	104	19	18	22	101	25	16
TRAF4	860	865	1200	970	808	2556	688	622	991	3901	990	782
FAM222B	656	612	825	587	605	1832	312	292	251	1006	238	288
ERAL1	492	371	573	385	377	1262	280	345	395	1516	403	335
MIR451A	0	0	0	0	0	0	0	0	0	0	0	0
MIR451B	0	0	0	0	0	0	0	0	0	0	0	0
MIR144	0	0	0	0	0	0	0	0	0	0	0	0
MIR4732	0	0	0	0	0	0	0	0	0	0	0	0
FLOT2	1392	1156	1817	1380	1059	3428	635	646	656	3284	869	772
DHRS13	25	17	27	23	15	49	22	44	26	60	15	18
PHF12	482	512	796	489	486	1453	266	279	214	759	199	214
SEZ6	0	0	0	0	1	0	0	0	0	0	0	0
PIPOX	1	1	2	1	1	2	0	0	0	3	1	0
MYO18A	1461	1326	1906	1343	1185	3586	603	554	574	2703	710	727
TIAF1	1	4	3	0	2	1	1	3	0	7	0	0
CRYBA1	0	0	0	0	0	0	0	0	0	3	2	0
NUFIP2	1953	2077	3455	1826	1805	5125	391	414	588	3940	735	1026
MIR4523	0	0	0	0	0	2	0	1	1	2	3	2
TAOK1	1260	1275	2548	1116	1041	3136	336	325	420	3684	574	980
ABHD15	156	147	202	162	116	372	97	96	172	501	112	152
TP53I13	55	83	94	88	50	167	151	132	236	555	110	124
GIT1	695	741	1032	734	528	1693	428	419	388	1673	364	337
ANKRD13B	132	142	203	141	140	407	85	77	89	300	50	59
CORO6	62	97	118	92	65	209	73	82	94	276	56	55
SSH2	576	438	865	480	488	1479	166	129	136	995	254	271
EFCAB5	8	9	18	12	9	37	0	1	3	19	5	3
NSRP1	1618	1435	2074	1098	1320	3836	199	176	177	802	196	226
MIR423	2	1	1	0	1	1	0	0	1	0	0	0
MIR3184	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A4	0	0	0	0	0	0	0	0	0	1	1	1
BLMH	428	402	593	255	325	963	205	178	194	744	209	215
TMIGD1	0	1	0	0	0	3	0	0	0	0	0	0
CPD	2869	3173	5985	2361	2499	6568	512	503	964	5839	1202	2033
GOSR1	732	650	1132	572	602	1846	247	234	261	1467	313	369
TBC1D29	1	0	0	1	1	0	0	1	0	1	0	0
SH3GL1P2	0	0	0	0	0	0	1	0	1	0	2	1
SUZ12P1	22	37	48	23	20	81	18	15	37	72	23	18
CRLF3	192	173	269	172	242	559	88	100	145	586	113	140
ATAD5	11	16	24	9	10	45	26	32	38	124	18	21
TEFM	38	48	87	35	48	190	37	55	75	330	63	68
ADAP2	20	13	38	26	16	123	5	9	12	34	6	12
RNF135	114	106	133	82	93	286	78	93	102	400	94	97
DPRXP4	0	3	6	0	3	10	0	0	3	5	0	0
MIR4733	0	0	0	0	0	0	0	0	0	0	0	0
NF1	943	1039	1838	814	820	2517	286	271	278	1914	465	497
OMG	0	0	0	0	0	0	0	1	0	0	1	0
EVI2B	5	7	20	8	3	13	1	2	7	16	5	1
EVI2A	1	0	0	1	0	0	0	0	1	4	0	0
RAB11FIP4	433	332	577	381	320	975	97	112	122	579	122	105
MIR4724	0	0	0	0	0	0	0	0	0	0	0	0
MIR193A	0	0	0	0	0	0	0	0	0	0	1	0
MIR4725	0	0	0	0	0	0	0	0	0	0	0	0
MIR365B	0	0	0	0	0	0	0	0	0	0	0	0
COPRS	170	176	258	116	152	457	124	156	192	620	160	133
UTP6	532	424	795	411	526	1360	255	255	470	1567	367	402
SUZ12	336	368	768	331	309	987	112	119	176	1229	168	255
LRRC37B	65	93	113	58	63	172	17	19	26	105	24	29
SH3GL1P1	3	1	2	6	2	8	1	1	2	5	0	1
RHOT1	182	149	329	160	156	517	78	89	160	522	99	213
ARGFXP2	0	0	0	0	0	0	0	0	0	0	1	0
RHBDL3	0	0	2	0	0	0	0	0	0	0	0	0
C17orf75	201	166	305	144	155	474	62	92	122	468	105	133
MIR632	0	0	0	0	0	0	0	0	0	0	0	0
ZNF207	1912	1597	2828	1649	1656	5102	1161	1223	1500	5338	1271	1385
PSMD11	1767	1624	2864	1630	1564	5187	874	813	963	4687	1131	915
CDK5R1	102	87	112	97	98	290	90	91	91	463	94	154
MYO1D	1929	1712	2554	1563	1552	4638	883	869	898	4555	1058	1177
TMEM98	394	325	581	307	291	912	246	228	281	1020	293	218
SPACA3	2	0	0	0	1	0	0	1	0	0	2	0
ASIC2	0	1	5	1	0	0	0	2	1	0	0	3
AA06	0	0	0	0	0	0	0	0	0	0	0	0
CCL2	0	0	4	1	3	5	1	0	0	9	0	1
CCL7	0	0	0	0	0	0	0	0	0	0	0	0
CCL11	0	0	0	0	0	0	0	0	0	0	0	0
CCL8	0	0	0	0	0	0	0	0	0	0	0	0
CCL13	0	0	0	0	0	0	0	0	0	0	0	0
CCL1	0	0	0	0	0	0	0	0	0	0	0	0
C17orf102	0	0	0	0	0	0	0	0	0	0	0	0
TMEM132E	0	0	0	0	0	0	0	0	0	0	0	0
CCT6B	4	10	12	4	12	5	10	3	11	53	5	11
ZNF830	326	300	494	295	306	828	59	55	96	336	85	71
LIG3	384	296	489	385	344	1189	143	128	127	665	192	153
RFFL	78	76	152	81	85	268	19	18	11	144	32	30
RAD51L3-RFFL	0	0	0	0	0	0	0	0	2	0	0	0
RAD51D	32	16	31	18	19	54	30	15	22	91	25	17
FNDC8	0	0	0	0	0	0	4	8	8	38	6	8
NLE1	139	122	144	118	120	391	106	130	156	704	183	135
UNC45B	0	0	1	0	0	0	0	0	0	0	0	0
SLC35G3	0	0	0	0	0	0	0	0	0	0	0	0
SLFN5	1462	1333	2325	1593	1549	4517	779	783	911	6386	1333	1680
SLFN11	22	26	38	19	31	62	12	15	10	42	6	6
SLFN12	175	122	222	116	136	409	39	42	74	334	77	97
SLFN13	44	41	61	34	37	91	34	26	13	73	15	16
SLFN12L	0	1	0	0	1	3	2	0	0	13	1	2
SLFN14	0	0	0	0	0	0	0	0	0	0	0	0
SNORD7	0	0	0	0	0	0	0	0	0	0	0	1
PEX12	91	99	214	85	81	281	18	36	51	245	59	72
AP2B1	5096	4255	7071	3968	4476	13089	1803	1750	1525	12586	3225	2181
RASL10B	5	1	3	1	0	6	2	0	3	5	2	2
GAS2L2	2	7	5	5	2	2	1	1	1	1	1	4
C17orf50	0	1	0	1	0	1	0	0	0	0	0	1
MMP28	454	499	639	431	434	1114	109	95	181	336	69	87
TAF15	4700	4368	6732	4031	4366	11528	972	986	917	2616	816	927
CCL5	19	6	16	10	16	20	1	6	2	102	24	40
RDM1	6	3	4	5	3	1	1	4	2	12	0	2
LYZL6	0	0	0	0	0	0	0	0	0	0	0	0
CCL16	0	0	0	0	0	0	0	0	0	0	0	0
CCL15-CCL14	0	0	0	0	0	0	0	0	0	0	0	0
CCL14	0	0	0	0	0	0	0	0	0	0	0	0
CCL15	0	0	0	0	0	0	0	0	0	0	0	0
CCL23	0	0	0	0	0	0	0	0	0	0	0	0
CCL18	0	0	0	0	0	0	0	0	0	0	0	0
CCL3	0	0	0	0	0	0	0	0	0	0	0	0
CCL4	0	0	0	0	0	0	0	0	0	1	0	0
TBC1D3B	0	0	0	0	0	0	0	0	0	0	0	0
CCL3L3	0	0	0	0	0	0	0	0	0	0	0	0
CCL3L1	0	0	0	0	0	0	0	0	0	0	0	0
CCL4L2	0	0	0	0	0	0	0	0	0	0	0	0
CCL4L1	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D3C	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D3H	0	0	0	1	0	0	0	0	0	0	0	0
TBC1D3G	0	0	1	1	2	0	0	0	0	0	0	0
ZNHIT3	190	168	351	218	155	532	159	149	262	723	179	164
MYO19	679	530	753	513	448	1399	315	277	221	1180	260	205
PIGW	48	48	93	41	40	136	58	51	86	526	82	87
GGNBP2	924	892	1640	846	897	2308	440	467	626	2103	629	608
DHRS11	49	37	81	37	34	137	44	45	68	151	34	75
MRM1	92	49	78	67	54	158	37	25	39	127	32	51
LHX1	1	1	3	0	0	0	0	0	0	2	0	0
AATF	986	748	1200	897	872	2620	390	407	452	1998	531	425
MIR2909	0	0	0	0	1	0	0	0	0	0	0	0
ACACA	3226	2703	4485	2723	2916	8748	905	877	703	3939	1062	1142
C17orf78	0	0	0	0	0	4	1	1	0	0	0	0
TADA2A	144	148	217	119	140	412	52	47	47	220	46	40
DUSP14	862	672	1114	678	698	2283	547	611	720	2980	684	669
SYNRG	610	594	923	486	487	1461	172	158	188	890	219	223
DDX52	481	503	854	383	405	1282	275	277	428	1995	394	455
HNF1B	0	0	0	2	1	2	1	1	0	0	0	1
TBC1D3	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D3F	0	0	0	0	0	0	0	0	0	0	0	0
LOC440434	29	66	77	46	36	94	29	23	48	155	27	47
MRPL45	766	551	950	535	584	1583	200	239	259	1138	269	263
GPR179	5	2	1	3	0	2	0	0	0	0	2	2
SOCS7	334	340	548	276	293	770	118	111	71	550	120	139
ARHGAP23	1921	1928	2778	1710	1603	4572	887	873	679	2578	532	745
SRCIN1	13	3	13	3	9	17	1	1	2	5	3	1
MIR4734	0	0	0	0	0	0	0	0	0	0	0	0
MLLT6	783	890	1127	875	742	2136	343	280	260	1368	335	432
MIR4726	0	0	0	0	0	0	0	0	0	0	0	0
